"obs1","obs2","obs3","obs4","obs5","obs6","obs7","obs8","obs9","obs10","obs11","obs12","obs13","obs14","obs15","obs16","obs17","obs18","obs19","obs20","obs21","obs22","obs23","obs24","obs25","obs26","obs27","obs28","obs29","obs30","obs31","obs32","obs33","obs34","obs35","obs36","obs37","obs38","obs39","obs40","obs41","obs42","obs43","obs44","obs45","obs46","obs47","obs48","obs49","obs50","obs51","obs52","obs53","obs54","obs55","obs56","obs57","obs58","obs59","obs60","obs61","obs62","obs63","obs64","sd","mean"
"sample52",8.14820239131963,6.19626136692235,4.88659307249373,3.17387569395595,1.25240020326253,5.10820714920424,1.51460454548552,0.790818165242331,3.61880011204672,0.874009383179832,2.33958541292718,3.05154188288997,4.84490193306891,5.58200868128768,3.53085987487975,4.09866992519877,1.45302697811085,3.07952208582305,7.96788708924308,2.99035832629681,3.67531874520839,2.92339059023209,3.18421887994556,1.13363694029755,1.58040963014271,6.8836528508607,10.4946414631759,2.14275130406469,6.63866036676375,1.34786105843673,4.13999672953146,8.27839356926182,2.24847339632734,2.81465861890159,10.2942852542866,1.91927704705958,2.68686816377945,5.07913048962549,3.95547928278935,2.47932528935643,4.26073258062033,3.93462290915324,9.58914722858752,2.2754918785775,1.07856276021326,5.32645065311852,0.655398595356259,6.95874068361367,3.9464008906868,0.618207289055137,3.813801534423,0.120194500033086,2.1866453061217,3.75608790048073,0.984595419951244,0.772465004320524,1.26350777045112,4.10116332096816,2.01764631552607,0.756426742566577,5.48934212182259,2.67876419479466,4.01478118511852,2.46016106823082,2.45124197641006,3.61659221557308
"sample53",4.21723852550346,2.92653229165614,2.10253574740292,1.80102113344048,0.277929306507041,4.56152304202515,2.97335947857237,4.51863406382035,7.40855425868585,2.51293732512244,5.18036544199033,2.20812131181233,1.94564275650632,9.00460987805013,2.74351284986271,3.42145980910729,3.71902891085378,10.7042743061564,3.79226507633813,0.908966557959048,1.05405836185871,2.91314272448765,3.19893215242693,5.23563551226001,9.44942951893759,1.1556849389053,3.81507100785952,2.04278626935113,3.34475086803351,2.46859525582169,1.12647877123167,1.75370700325714,2.05757220428669,2.84678605256431,1.61300217179199,5.12376227923565,9.54963387211959,6.15660984620019,3.28234960820126,2.7568084234599,4.83033671300631,2.42330984754434,5.78470329323714,3.32357024947942,6.24447042654631,6.75822720872372,7.16842151869109,2.78675528732247,0.448302082667265,3.2652498722164,5.9714502182142,2.42497893092755,3.37305330013102,0.783658964547281,1.01427177590997,10.7650973287456,5.06729797219212,0.629515906491762,2.31530087899902,3.17940742187522,4.71473609634177,12.9047958987145,6.71006211835423,1.59343536908797,2.74109298757051,3.94302683740046
"sample54",3.28798266185755,0.472190807401246,1.62003050473708,5.58812542414022,5.02066100244063,11.8208539353727,2.68232529671589,4.50985211407451,2.26150438621759,2.18008056927783,4.30478265836746,2.10057455613625,2.6895472438342,1.69400596434618,3.83429672762369,5.64696781043259,7.10683941609492,6.29093565365397,1.03669309891678,2.68067169728769,12.1701828884659,6.10143602578948,5.37058602328876,0.380648291498824,4.95304815776543,2.0144218897684,4.64366574465849,0.0100653715263228,6.88687862059127,1.31977764316448,5.18251317266472,0.472536072266539,1.69422194464639,1.30834150884558,4.39727710184981,1.07974527731277,0.550537974675777,4.13338872037293,5.94237095594528,1.20478782393518,6.94278818985036,1.48721676692004,3.2477433256746,8.00862932015818,1.78326413591405,0.340478961403732,2.64631027432949,6.20037121078098,1.22810573852801,3.94483046532395,6.81052293319282,0.620854342178921,5.0752978637302,2.30584539680531,2.16694790986614,3.30222209252238,6.75858458527459,2.15354922787504,5.78392724806552,1.31191791973104,10.9355906601116,3.13601605547885,2.66640963130685,2.88740641814099,2.73695717384161,3.72484661579883
"sample55",3.62960745849445,3.56075769084229,8.09979058630099,6.80258766573648,3.66414858084451,3.43407072478913,0.980863633152198,1.17123577813661,0.475497236588407,5.42160629299297,1.58898961194399,2.481713589079,1.3599560203298,4.5882522559942,1.55645176024869,4.94155798481765,3.58557482797283,2.32462867558988,4.80207894859856,2.5259672216446,0.840371727719775,8.33907465750654,5.13580737900906,4.01535164252135,4.08313852371273,4.30033985739565,7.15608874279905,3.48363661532239,4.09343899526765,4.57970341661693,10.2401293012792,3.30614049797433,2.24066316264801,5.63133560649921,2.18287535068388,4.54876774201889,5.16928973532094,3.5119351931496,6.4018743865814,2.19825857622011,2.02203089111289,2.96909420090385,8.77573923519458,2.83739804112403,3.83057845484353,0.576946204351546,0.593938667122564,3.80748853309501,4.06032977255151,2.93866041408818,3.95261240084548,6.65618890626289,7.16870305143107,9.96572272125026,11.2711536734618,2.39024450538122,0.785579030279488,6.07353696511425,0.839741595628523,0.398690967254593,2.41663452810009,2.59205626489547,7.26583102909107,11.2114252276725,2.67506541334765,4.12271692086563
"sample56",2.77623983714145,7.7430953124187,8.79077295691862,6.56192806423073,3.97060860203377,7.87144425224184,5.25537680264697,1.66364463787792,1.54658779212054,3.10688856072957,0.856732928223031,9.58675529724433,11.9711670865839,6.07011330827105,1.93525404199278,1.91040451005683,4.11667082604973,5.95636520700076,2.92088282758683,1.99459864533428,1.77667047890889,8.86609321527903,1.59408678674362,6.18312807628977,4.59773762744245,3.66265663515644,3.40575125937729,4.83235354126378,0.340397916718783,1.71821650736793,1.06542775329031,13.8158597824961,2.59714800554774,4.1214613493255,3.9859917875635,1.60149990389742,3.29516005960361,2.92783668874298,2.07584786634641,8.80092597424441,4.1721559092037,0.627664416203654,2.39459580475754,5.86581467648236,0.607194957542324,9.02914348181244,8.6557446628554,2.83667379823459,7.33860992947302,5.29537496071835,3.0106405339407,2.37332494616826,6.18845165088354,2.11410388816629,1.13769677435658,1.60602627371169,5.25274788351594,2.96299149058975,0.849453616563487,4.53531043569624,1.33685039264637,4.56878102332826,3.7304086185384,9.11010188152098,2.97750596739446,4.2729631987378
"sample57",1.22970530757078,0.643938475267349,2.18392855631481,2.93598407563166,2.07838854246246,3.35459853248912,2.22615309082941,7.70688183850684,3.0246820805694,6.5640975935862,3.45049325504908,3.51800852018682,4.06300391633704,3.64555319472445,7.39183026454438,5.80073380233814,7.80743387013615,3.21218071215925,2.89399255976827,4.14724822119357,0.690740261772851,3.58800198887532,0.841149836411354,2.89123298226419,4.73247999564716,2.1573277941073,2.13579847930083,5.90520567077692,3.11245111058937,0.654134660297629,0.7756811846014,3.00965735949185,3.09820482116042,1.12550036315833,3.3321707512405,2.10179663063142,1.55307994792366,4.27057014069196,6.44208910115246,2.55154697805358,2.94666482684985,5.10750089920884,6.20322469856172,8.40078927123923,3.20624731879151,2.62915654425511,3.80115447619726,0.967924472687984,1.27584439821171,2.49149500368639,1.21144124170307,2.59890055744687,2.54120579555952,3.25635859623978,7.49954516984831,8.2214240825056,4.34934705182129,2.01200431898038,4.36265282201458,2.14169220750044,1.26650123873064,2.93158130675401,2.2962066666265,2.55755440850862,2.01487098237323,3.39256365377723
"sample58",2.6414899382858,6.49310697321848,1.89103825605609,2.4618128917074,6.24972728296234,9.2118011693229,8.24906391467663,0.472680485848548,9.77770095553233,2.79416059814031,1.72473666471842,1.06900954080732,1.6326961361909,4.83613982721019,4.25405040682784,7.51388004977002,4.38428666834691,2.43883631388625,4.12210489117954,3.47900408383103,4.09607425590488,1.67995782441416,4.29760077809215,3.25079276483503,1.63737847111585,2.33312032786646,6.20145032273552,0.920676799576556,2.67304788334127,2.37404128507522,2.32163907615189,5.57983863268197,5.23418035635114,4.13790140945488,1.40228108244827,3.05435172317361,4.36310307248927,4.491987830654,2.91288902369469,2.72379707224725,4.39515493272358,11.7663574339162,3.4332867690742,1.82125471266081,4.20317647547261,3.0389116403785,0.953219809819946,13.0216336280444,1.86937374814755,2.20982929809417,8.83783012019221,3.53342998168715,2.14118543707607,4.46375009958415,9.6330052072677,4.17011525346873,1.06736208571545,4.88676398112908,6.48447026892966,2.48607875004257,4.67719205070718,2.47993478642996,3.43320381010978,13.0683938870191,2.88103988849373,4.21028673763303
"sample59",0.59224242336795,2.1031777040569,6.07262198320207,3.65504992954993,1.13851539265358,4.16570086910921,0.698921621073692,2.75290424421828,0.984313759985963,3.05042281101043,1.83237575378508,0.450336275926388,5.58140860223167,1.69911564095787,2.27366854775468,3.45237321900923,1.0442673741503,5.53434733607777,5.00371732609597,2.05000048908377,15.9861434252159,3.24677093879856,1.91718499107623,7.09275360621129,5.71517979433188,0.573749762470942,3.81182401369876,1.64928271608384,5.0879414200791,5.75661470740688,3.82418844660448,2.49892519045173,3.35198591237838,3.11003430754941,6.70709547642898,0.803418233109556,0.470169751456495,6.54335448633059,5.44216476261041,4.7036144452472,5.93956474295932,2.32686601373885,5.3977018052636,2.58174829768185,2.6364694197603,2.55467026508646,2.50368550718145,3.53451886618041,1.14099930837268,5.4659549343064,9.72164387003377,2.16043689990844,6.02883100517737,2.12332616257656,5.5770259237101,4.78073679950519,0.612345285968905,3.00620780032825,0.601270728945856,2.55920881063395,3.49677430095934,3.81820434423588,8.04517929337918,10.7515053889755,2.7547582965199,3.74676177290173
"sample60",8.7896597862334,5.38746328393464,3.17852195944032,6.89657662578008,2.66588780053244,5.21633211839054,4.56854337711056,1.15261532390354,2.9874153178809,8.89152371478097,2.19349444496484,2.93399378728203,4.26500824134882,9.3018222558755,4.88017614064809,1.84174043528215,0.749850947839304,10.0680795298289,1.87294666017746,4.8852822698756,7.01180420002864,4.63329127185692,4.61919262525998,1.93325591688559,0.640034183444554,4.8093414054943,5.43856068697344,0.510851507860406,2.60512480638851,4.8623089723888,2.44581600752514,4.78047329600753,4.93240617204342,3.67897338515228,6.97202771228214,1.84698296096333,3.79453807622818,5.01974683483703,0.3229512532873,3.05318607313767,1.11974457080023,3.49441064705048,6.62585023925462,2.19684489751039,7.72641222608817,3.09269777186908,2.05424085252376,7.51839737308569,0.88757248944471,12.5330770664427,3.18996190480529,0.963185512280446,3.43375069119288,1.81165926953644,4.59882019437444,3.17431977913451,2.42995336394071,3.77101934127767,4.59536283158208,11.5156179633662,1.48475395168864,5.01182791236431,5.69407293741558,2.89568810346409,2.68363707416643,4.19464130093201
"sample61",4.95995971710977,2.95697743291877,4.39060889337741,5.97685681230234,2.85951067728159,2.84543085869553,5.13192267664076,3.13723383014659,3.68781483786025,5.19778620336571,0.932396827177279,4.6691138739862,9.67988354482033,7.64647065076619,3.82285302942707,2.4918181517551,1.04315472670058,9.37736232833846,1.21294961936471,1.15442880064889,6.99227997925366,0.727545543041557,2.53314839995012,3.58267045204301,0.508476632686644,2.49868936713232,0.169373487911093,4.76731730432277,3.70871818277649,2.51586098348908,4.48956467544582,4.66910207239729,4.40012579195264,6.82093265381692,8.13363206904138,2.82784974341251,3.31061007441449,3.56846850855184,6.35428507785347,6.22704002537776,12.6142908096831,1.66902809097877,1.9524030618828,2.46292024414141,1.14229188935046,7.54995763292027,0.959493457945728,2.56841310357031,3.32088543125553,4.62745608564963,9.15981723245678,1.04744316338784,2.65720193222193,6.86885046823041,4.54073138207543,2.51138109456425,9.46430494827338,3.4095392945484,5.55809338626078,5.96514966742594,4.83357886579928,3.68754534729189,1.54808372891091,3.00074178234193,2.60012624730698,4.14218479091752
"sample62",8.34532734517165,9.47297774643809,1.4858032014072,6.03668241981099,2.51816759187867,1.22609340635912,3.82618952310397,0.24376081951634,6.06260482753521,8.69361119936014,2.23068190568456,1.51611681701988,4.72773615401892,3.16455505186411,2.02323863794386,2.45844134681346,0.483967590635625,0.451822134237704,5.49674331842163,4.47097825310286,5.07471583024459,14.8865968659931,1.85902855449658,2.41750941347676,4.31525095205499,1.4813066372832,3.36014397599861,2.88052286909576,8.11232946829607,4.31529479547227,7.08863009751911,8.46125501820791,4.21752598200963,6.32921568281876,0.749376409599066,3.70958332199781,1.91934969558962,6.10964961488988,2.94996471320999,6.35928262933406,3.7186151159835,2.52160119567661,6.27127132939045,9.77238669225491,1.86606167417356,0.794896773607459,14.5119395323255,9.10520053138823,2.01558702024549,3.42122551098313,4.36614295143847,5.20299490778698,2.83295851709585,8.57218715150925,10.3654447215004,1.67885318364997,4.7315901480576,5.9824857719914,0.672953817647074,7.67149014206445,1.78400133351851,4.01722756112052,1.62503706842585,2.15980986908032,3.23827963496603,4.48740616154417
"sample63",1.77397704685998,9.38459128242791,3.43287303794034,7.33726043872014,6.35092608185672,2.87940539775583,9.57553859253429,5.66529653273317,0.497736257867986,1.83385119877054,4.9005333381387,5.26643647021371,11.5648010002892,1.3109310723911,5.18893656133855,0.824897237024299,0.439876601347507,3.56541954717953,6.10433853760213,0.531754429308446,7.55988483613833,4.92488267911046,2.37291626162629,5.12594619542291,9.63771164035708,1.98067115663049,6.36846275512453,2.26177228640313,2.17831308239978,6.57515463111757,4.62044863671523,2.99995920279535,4.68649129895993,4.49216647980895,3.98820181706766,2.75472174207696,11.7907321206504,5.16278613693882,5.00387537011621,7.9259918390384,7.54540478663203,4.33850437552367,2.93990536542995,9.43634985756213,2.85861685259551,5.11648872862861,5.94991092383232,5.47022493967953,3.33132470709851,1.7843744812004,4.63110329774532,1.3653983819092,9.0842261174093,6.14929968811301,0.901799435200951,4.17304824744957,1.8785466817414,1.46649810592462,0.650272031186812,6.1332919422554,1.63005687106266,8.61076697804889,2.99963172902291,3.66362123407105,2.82482395443238,4.57733025922066
"sample64",0.0481741682065764,4.22166088042821,7.79615945622099,7.85858915840922,7.38790397406702,3.92873283011722,3.7564250857604,1.66574591518383,1.25062136184789,0.5090020472379,2.07038659477446,2.41733917178955,2.29047696348588,1.64316285105327,8.61295950003192,5.16819803867296,6.49293520241498,7.79392413054938,0.940347145249207,0.612556614492476,4.63255588489785,8.40213201566272,3.58133300107695,3.37973696963255,0.504138203780086,5.04574711157119,0.227019274493595,0.798496973143406,3.77270311029421,4.39499118513037,3.26112373107602,2.2301429620882,5.73658818979122,3.93335728679343,4.40573670323664,0.240407757680784,2.73275935699322,3.69720308354267,5.41957294591958,1.02410211004676,2.10978061348816,3.92118737516544,1.86091637311569,2.02891045153891,8.60533371774314,6.31963680748358,3.84301610072294,2.17015152388756,1.23258947476764,4.87699290144869,1.85686843871874,4.6926461615779,4.10233226339016,0.488237207762764,3.02011932197225,4.3829996448009,2.42046981698146,3.86238690616515,9.44339423072683,0.724055497491256,2.26659478689807,0.663104442976006,5.66213060966499,2.44957693421176,2.42442352328893,3.54513407108664
"sample65",3.27716692925693,2.14131336614246,9.18765106973133,3.8815734712931,3.15651448798914,0.388943970792236,2.78290949933779,2.81654918251776,9.25801798805447,3.40543480213246,6.67134783897519,4.22081155123915,4.33945655957991,1.04230379857223,3.94653778752581,3.77197950268544,2.20335010531042,1.8847459854905,1.45357234920457,2.94101036971727,2.07400404976024,2.40165313343506,8.20308105571028,3.95740225243905,3.26655051392827,12.81170401304,6.28672722244997,3.50071844165111,9.37559016052069,5.56645793002519,4.41355673587594,5.79216892410887,4.49783951024946,9.2668990871987,3.85309272248111,1.97550622591822,6.68382104550312,8.17098180858559,0.0752615950156048,18.6811997132541,8.13449568772123,6.42545647309174,2.1600270822753,16.9364751213319,4.64267143068424,8.7982594778691,1.90075622707093,6.11747022154927,5.40716363601231,6.16886842124258,2.73582126154696,1.39359491217352,10.3808126466852,8.0141601721284,6.29716334179792,2.79792816864705,3.95984444569425,4.18601188113916,2.43220010284183,0.448456231812743,2.72064337841272,0.682195933807756,10.652807702322,0.504296808851289,3.70902415852736,4.96129668005325
"sample66",7.85444211442699,7.79935664561016,3.17745429959366,5.26597897707512,6.82349996610973,7.4057389477187,4.10026423597477,3.38367962628794,1.05374258913046,7.83017584073076,9.8743190308153,6.9199535192734,2.63131697539395,2.73713976531553,0.430508775804357,4.65025805197915,3.29303100986828,3.54295630829313,5.13221353715171,1.78757016276811,3.33531309997145,0.341760826533818,7.67617314154522,2.24114783230576,2.61833195069269,3.74158795932077,2.35636463160517,5.51088948049989,2.08861008857685,2.80151810107429,8.67790089812558,2.70222438320625,5.79196970994237,2.82900432917498,2.81515657221048,1.45559825405359,5.97627369108127,2.68629116865111,2.55932395236219,4.43072857777704,3.02084787271918,3.93555745007399,3.31842238607115,2.48750510736606,7.05313166078258,1.87378176935548,4.73632647647403,3.91772117951465,0.493465519129538,7.7552854045505,0.513249943710735,9.14854303078904,5.70007416932833,4.37678872054804,4.07841883838037,1.93588670311736,0.797330839322749,5.00274510069338,4.14120193440578,1.3181022218128,2.26188865449997,0.88909342409079,0.83498266405759,2.10892933283207,2.39879215155248,3.90670389736966
"sample67",5.90190432667458,2.22185345678783,3.23568961636102,6.06372781163798,7.58560225208721,2.51963206090797,4.62650967369034,3.62972773142274,1.17618441136325,3.63039798019623,7.02545026847524,3.7141606995782,7.93791394035653,5.18815735779061,3.32740081596868,1.83746225452554,3.11405812273039,2.89345479452988,4.92538631618936,3.42675492380002,3.86438319134964,4.32383680384139,2.71449948954665,2.31719063041063,2.04722779726072,11.5368296137837,0.63064314544276,1.01142371257208,6.47375757165219,3.09755660707739,5.03178704268801,9.31737147541469,1.26641213422915,1.01508138330213,1.30445624932797,4.4491973437953,2.66129891059408,0.152565776899553,3.46006730698535,6.1472958037824,2.00393495127623,6.6132043808999,9.29407298521766,4.52871329067204,2.55282766529186,2.85791243768541,5.20577385759213,4.93403292241037,5.18966059287086,5.91465750865925,5.24974100124915,8.90797431200222,0.555919161033578,5.17314246939775,2.96913684143781,7.12298179340008,5.95466137211541,4.37599847156236,2.9476995132219,17.611627796622,8.9360302833575,4.08951847021449,3.82731603092715,3.22312094331784,2.91964640332692,4.48193702902288
"sample68",10.3448711906731,0.570130083199739,2.3437013710647,3.40482587204962,2.34567474014286,7.52785719041478,9.21863048125901,5.17143202069992,1.51386820029459,2.05145196177523,7.65021485653597,1.08302492669588,3.16197192921099,6.03735134643396,8.45000970741065,4.15471395958204,3.80867636635177,1.61915314123946,3.35296890913189,6.79642258300619,0.946310245388646,4.42814791107354,6.93082999967678,13.3741492174322,8.84137877598117,2.5723841396741,1.67115263147124,3.22031857004316,2.71641308726092,3.40135220345682,0.817193399948684,0.323795142061407,5.02034122273976,1.32890050973261,4.2498003742805,0.803540717450884,1.55550772959412,1.10403605059177,1.6708672287679,2.89814629806335,3.97925767386221,3.25958339701728,1.66929811751962,13.7899980474853,1.41867452332358,2.7385973446055,2.82043775807242,5.4994305131621,1.67172236311715,3.93577332250727,5.62577233436598,0.591537793660883,2.72137606209974,1.83179708552656,6.79067211989853,2.00861269162256,2.44138277715472,6.52678457554553,2.62133753297149,4.35950613398676,0.829901626082951,3.67636210433073,1.96571064897834,1.3976469727409,2.96152462882012,3.79144827830469
"sample69",0.312391958483521,9.43074071627889,7.5100102443393,3.27300974473607,3.53266476754515,6.74926175763473,3.47315391829528,3.20758499932595,5.02026442137733,6.60846205740213,1.49709238107363,3.68715611565391,1.01370751425506,2.25122704298797,1.1877763212638,5.0484060277796,9.63271229021522,10.5315267149359,6.35641718029565,4.39748359700736,1.82664661652715,3.07921817387766,5.14940034276363,5.96192433008657,1.92996354867473,2.71849536407202,10.2298800577968,8.16416160176977,2.31546333574103,2.52230100292889,2.13646626496877,6.0688561454803,0.490181767575536,2.89735882858868,0.685630101896817,5.6967185787872,6.23899077815694,3.13105502204091,5.62012367919078,9.31714014936293,3.87243312105565,1.51943978439876,2.77991727521278,6.92832716057984,1.4438845231897,1.89409156940399,2.75464191074635,7.52444721446973,0.921073768682046,1.37748262967312,8.28443816237384,6.10624943166584,5.32221276761477,2.99882607429108,0.562605596218519,2.35656012638471,11.4088592056754,3.75296445352686,3.04620521947348,3.09680298170562,0.799285099138242,1.36640980035851,8.41739423737639,7.12137789846333,2.88310363036078,4.32120242926331
"sample70",2.34544958309348,14.4643065009703,2.95522348212311,0.118085356736209,1.70889588937344,4.1737718727172,7.90484160230143,5.00800649626964,1.2202168980654,1.87323930203712,2.84748490301114,1.63694220842795,2.40410321859218,1.56980220641061,0.407827350989524,3.06467733188508,0.895689970731224,1.82260906710446,8.22944704406438,0.600693468684459,0.796779209169001,2.5884209543793,3.39845087432979,0.702871640140934,4.49310345944082,1.74003978414018,2.36626285764744,2.94840237706133,4.74372639471486,5.2762137730936,1.44502744845864,2.7640396851325,0.904136819655414,9.47919229068023,2.126502090025,2.30189350896667,5.08259340072852,6.72570681624173,0.562596761979765,2.1112370572212,5.15855547902838,2.59912117114888,7.15652390416906,2.09988006741962,1.88415759565856,3.88528339227921,2.57237581280107,4.27031667278806,1.1655529827534,10.2806534943732,1.18709603006199,4.35443521396484,9.3897148705215,2.14515770922918,2.30141058622356,3.39137413296249,10.1080218758315,4.46548074313371,5.33737865033855,1.65183632592208,7.10271285330461,2.18813908532691,7.70437682655541,10.6030031674742,3.01895966474144,3.76267296250102
"sample71",2.39711206181176,5.95511109163841,4.1207612390509,2.09233861977677,2.34581708793674,3.51301631685217,2.53055492608457,1.14608300205759,2.88109908504868,6.44052879799896,4.84012280818186,8.1743676279284,7.06629223739432,1.8749730616362,1.53635711831848,3.30961200958518,3.63305816950169,13.4671151993802,4.0347027859419,4.57976230807876,4.09120906170118,4.29588077847666,3.62792635062861,5.64099201515077,1.4545866172193,0.807089852616792,4.56415288989916,2.94125393041919,8.73139329577277,3.77124866589768,2.62033529303953,0.986459622699021,2.00446661675805,1.10311718098824,4.22929643062831,1.66379757151753,2.09872432298004,3.6907565768592,6.25366844147396,6.04778350727756,0.752806488850671,3.79745554591214,4.12099843283279,1.77638960957152,7.83966920436715,2.46520574354079,9.11821918342388,4.25134812123982,10.8729683612221,3.7399776890098,3.17289510438951,1.88508101507239,2.275064336308,4.49019647115779,1.86240835908942,0.894853376915377,0.311569744906748,1.9256663568544,3.5628124563278,4.14415420757885,6.68986968402401,1.61301206737947,6.92131793535723,3.4548540026019,2.55837343561521,3.88283934490845
"sample72",4.11346396789131,1.18355337042483,0.687309028802829,2.95435986338769,2.5466418466308,3.95045494179952,3.07270390272461,1.63591285155187,4.45371046534415,6.99612865933238,1.99249642470383,3.50145312734815,5.69170374618699,0.604875266250508,5.97331757470645,5.08199893118267,11.9481641913413,0.84694944853926,0.824782744093059,4.33958053466276,4.20108191284765,5.49390221885192,4.70546900555985,0.200708428470608,8.26816558259329,0.793090886259861,4.20272822244673,2.32480397514122,8.15817387356225,10.5218580222978,1.11906328977075,0.573896439771247,0.182249389700375,5.27565566583425,1.77660764334712,3.24666390879258,5.8394366781152,4.21152943979328,7.23745526039587,12.0232430013043,10.5250424698214,4.02902714955265,4.9261396719086,5.80239761801889,9.44282490523058,6.86102641792188,3.74830846768415,4.17750327718675,5.07086642905768,0.772764006006012,0.670590731719592,2.44929795716063,0.889930053985966,6.42988940957292,4.19425246180474,5.55368697028505,3.42938880149778,2.63646820808715,0.931945373208182,1.85375174282877,0.709348679088208,1.15516740254273,3.08296608898953,4.52482376242826,2.91987939449912,4.00973049667733
"sample73",2.52413182538679,2.69946500145455,1.62062028128724,3.99788228601631,3.90051371402505,11.4136829984933,3.71601873958067,8.8076464288011,3.92883638260679,2.70975554702614,4.34299600396052,4.28526736146823,1.07098803472436,2.4190288312987,0.429718099078579,7.46284204097114,6.49631138522354,0.692662069531552,5.2654814280583,2.21347689453999,2.09761399860337,2.86450789408072,5.16334211302825,1.86222351181089,3.0410632871914,0.715390871431323,2.74317274654867,5.75062595040978,0.404751632499384,0.923974570155956,3.08289920183005,3.93021617898372,4.19433350829261,2.34170217239941,14.0409968395116,8.67345886467915,2.08612427236114,9.18096322000266,3.98434802040403,8.6532460493976,4.04219839352803,7.15466785629708,1.76365043189344,8.13602618490108,2.04420252191876,1.54557688490811,4.20217399943999,0.612221977962762,1.22743586798683,2.31696366716121,2.27098519267961,2.06052453812324,4.13882520906608,3.18816411810672,1.01833449151275,1.20257983323715,1.6773192349992,1.24624774518394,2.61099694175902,4.92335065923451,2.85461112254656,5.48629495518713,0.968345317265222,2.79413113349177,2.77930280318637,3.67528294586789
"sample74",1.42280229373219,3.04733537385447,4.21767143504923,1.79000637771018,0.921984588367491,2.2722400182485,3.2644534204984,0.442804851085615,7.62421615051117,13.3735982989568,4.15458420764752,1.90714517081413,1.23236892748041,2.22492319809327,7.31451785179555,1.57647162986991,2.71530001946959,6.07353015810218,1.98034305307971,5.48406471179761,2.17764699104383,2.67751886147192,2.97098112298637,17.9025392216687,4.054390992449,2.39077168115467,1.22987408101428,3.86806084236044,1.8034078081665,2.99338062641486,5.31492512855834,2.64963029927683,0.743890909584742,3.6302778769705,5.43758669598728,3.08020968623168,1.57437844919971,6.24465938920644,7.52550474827619,5.728898695982,2.77282441608774,3.18502646558662,1.19255928972803,0.593589646413162,4.83099181940592,12.0061866636034,1.64943217385356,7.51701439014976,1.1811490014428,5.35147192984546,7.20889147390906,1.5912343961568,8.12003907887922,3.96015977315003,3.76252453056471,3.19614453738945,2.25883941231133,4.33383929151011,4.86861622610981,6.38813614235815,24.4724776164481,0.299220428518219,0.251515812497107,2.82793181161508,4.07236090802259,4.23216737768284
"sample75",3.67377879350421,2.32903405355294,2.47987108554849,1.90465172288978,3.08053437363765,5.44085508968255,5.87318968147685,1.76895485053457,6.7039331793538,5.27243616774675,2.28941327806361,3.29000380756303,4.02218559444142,3.009282548872,2.43842069932726,8.16783943718935,10.1980163907358,5.39953052067485,1.18585517956412,3.37258686434037,0.990829474309601,3.52147346261875,4.93539333632171,2.54972006171986,2.08959863287062,2.65956235462415,4.65136436521673,2.35970967660789,4.91057443391903,13.1479276332739,6.81895336933979,9.66173659836654,1.93366738819343,2.08633471290912,4.32392846302138,2.72915180616676,2.28787904769251,1.55679695034089,2.4392752934403,3.73728381589589,1.96258193442907,0.949190235391405,4.30166944427623,4.02817317099876,8.92836029159056,7.00976417949464,2.42986874651186,1.98640222568751,13.8096200726309,4.18537719020285,2.53517533430752,9.66332653964117,1.76612939699353,2.03671390129454,5.16237948612614,1.54535900818602,3.99962370845863,0.659437693271435,9.4672337928626,2.40336010314259,5.96350766238417,2.47465546075108,2.15181903869917,2.59089027993104,2.88321197493242,4.11409614207518
"sample76",2.81559992722998,1.35853656052841,7.01051899969428,3.11333488404899,2.67114327994431,6.70237002260178,3.77012763918096,1.97609477534117,5.78488456092438,1.23139263844154,1.63186254989095,0.404846324298274,5.0148569983258,2.43609295302661,2.38211050398752,4.41491297342014,6.80523193511323,2.55122237848002,5.80913165416831,1.5772030136769,8.48734172071983,6.72026386391592,12.4816708195968,1.57602306231187,2.85079006530562,1.2616474534267,1.48266721347565,3.47869488170089,1.07368747095023,8.80487660366338,6.56183120743468,10.5768724058464,0.705407512211041,6.25036923393607,2.26758927854774,2.67081967449812,1.09783429914547,2.00196229646958,4.46033342006143,2.97710599304782,4.22564353295222,6.76093324463456,2.73730146830343,7.60113645059614,3.90134818927277,4.32605909493755,1.18362713794812,1.73968773205576,1.27761094787917,6.99487881596613,1.03152113336947,5.5409350144796,6.34291513973267,2.96337557398274,2.8222955042471,1.51088257587376,4.24595455499076,0.684794810196115,5.74178429147703,0.753195061847442,0.966005044465355,9.72183703127541,1.67446684314916,1.57826395333353,2.74686933983474,3.80587056555554
